entry_index,timestamp,symbol,side,entry_price,source_close,proxy_bid,proxy_ask,spread_pct,signal_score_pct,threshold_pct,ari_threshold_pct,theo_threshold_pct,ari_clears,theo_clears,consistent,admission_score,required_score,mfe_240m_points,mae_240m_points,return_60m_points,mfe_60m_points,mae_60m_points,return_120m_points,mfe_120m_points,mae_120m_points,return_180m_points,mfe_180m_points,mae_180m_points,return_240m_points
982,2026-04-23T18:00:00+00:00,XAUUSD,Buy,4731.173265,4730.700195,4730.227125,4731.173265,0.0002,0.007926,0.0036,0.0036,0.0005,True,True,True,75,45,5.52693,-28.47307,-19.373461,5.52693,-21.573168,-17.173265,5.52693,-25.673265,-20.47307,5.52693,-28.47307,-22.073168
983,2026-04-23T18:05:00+00:00,XAUUSD,Buy,4727.072758,4726.600098,4726.127438,4727.072758,0.0002,0.005788,0.0036,0.0036,0.0005,True,True,True,65,45,9.627438,-24.372562,-14.97266,9.627438,-17.47266,-14.072758,9.627438,-21.572758,-14.072758,9.627438,-24.372562,-21.47266
984,2026-04-23T18:10:00+00:00,XAUUSD,Buy,4730.673215,4730.200195,4729.727175,4730.673215,0.0002,0.003777,0.0036,0.0036,0.0005,True,True,True,55,45,6.02698,-27.97302,-17.773313,6.02698,-21.97302,-23.673215,6.02698,-25.173215,-17.873411,6.02698,-27.97302,-26.073118
1175,2026-04-24T11:05:00+00:00,XAUUSD,Buy,4712.671415,4712.200195,4711.728975,4712.671415,0.0002,0.003706,0.0036,0.0036,0.0005,True,True,True,55,45,44.428682,-7.271513,8.828585,21.228487,-4.371611,3.328585,21.228487,-6.371611,32.128389,35.128389,-7.271513,28.628389
1176,2026-04-24T11:10:00+00:00,XAUUSD,Buy,4713.371192,4712.899902,4712.428612,4713.371192,0.0002,0.004347,0.0036,0.0036,0.0005,True,True,True,55,45,43.728905,-7.97129,11.428612,20.52871,-5.071388,5.52871,20.52871,-7.071388,34.628808,43.728905,-7.97129,25.228905
1177,2026-04-24T11:15:00+00:00,XAUUSD,Buy,4711.270885,4710.799805,4710.328725,4711.270885,0.0002,0.003793,0.0036,0.0036,0.0005,True,True,True,55,45,45.829213,-5.870982,10.229115,22.629018,-2.670787,7.02892,22.629018,-4.97108,36.629018,45.829213,-5.870982,26.929311
1178,2026-04-24T11:20:00+00:00,XAUUSD,Buy,4725.572608,4725.100098,4724.627588,4725.572608,0.0002,0.004293,0.0036,0.0036,0.0005,True,True,True,55,45,31.52749,-20.172705,-0.372412,8.327295,-8.072608,-13.372412,8.327295,-19.272803,19.427392,31.52749,-20.172705,12.627588
1179,2026-04-24T11:25:00+00:00,XAUUSD,Buy,4732.373092,4731.899902,4731.426712,4732.373092,0.0002,0.004181,0.0036,0.0036,0.0005,True,True,True,55,45,24.727005,-26.97319,-6.373092,1.52681,-14.873092,-19.272995,1.52681,-26.073288,9.327103,24.727005,-26.97319,6.227005
1195,2026-04-24T12:45:00+00:00,XAUUSD,Sell,4707.02925,4707.5,4707.02925,4707.97075,0.0002,-0.003915,0.0036,0.0036,0.0005,True,True,True,55,45,1.629348,-50.070848,-21.570848,1.629348,-27.170945,-37.370652,1.629348,-50.070848,-33.870652,1.629348,-50.070848,-31.370652
1212,2026-04-24T14:10:00+00:00,XAUUSD,Buy,4748.4748,4748.0,4747.5252,4748.4748,0.0002,0.005485,0.0036,0.0036,0.0005,True,True,True,65,45,2.225395,-17.674995,-9.874702,2.225395,-12.874702,-11.274605,2.225395,-17.674995,-3.874702,2.225395,-17.674995,-8.174995
1213,2026-04-24T14:15:00+00:00,XAUUSD,Buy,4748.374692,4747.899902,4747.425112,4748.374692,0.0002,0.00423,0.0036,0.0036,0.0005,True,True,True,55,45,2.325503,-17.574888,-10.174497,2.325503,-12.774595,-10.97479,2.325503,-17.574888,-2.774595,2.325503,-17.574888,-10.674497
1293,2026-04-24T20:55:00+00:00,XAUUSD,Buy,4741.373992,4740.899902,4740.425812,4741.373992,0.0002,0.003769,0.0036,0.0036,0.0005,True,True,True,55,45,-16.574188,-54.773895,-43.273895,-37.373992,-49.173797,-50.773895,-37.373992,-54.773895,-28.574188,-16.574188,-54.773895,-27.97409
1297,2026-04-26T22:25:00+00:00,XAUUSD,Sell,4701.230025,4701.700195,4701.230025,4702.170365,0.0002,-0.008268,0.0036,0.0036,0.0005,True,True,False,55,45,14.629928,-23.569779,9.129928,9.930221,-0.569779,5.730025,14.629928,-0.569779,-11.669877,14.629928,-23.569779,-19.169877
1327,2026-04-27T00:55:00+00:00,XAUUSD,Buy,4713.071358,4712.600098,4712.128838,4713.071358,0.0002,0.003963,0.0036,0.0036,0.0005,True,True,True,55,45,32.728447,-7.571358,4.02874,11.728447,-7.571358,19.828545,25.228447,-7.571358,26.728447,31.728447,-7.571358,27.428642
1328,2026-04-27T01:00:00+00:00,XAUUSD,Buy,4723.172465,4722.700195,4722.227925,4723.172465,0.0002,0.005814,0.0036,0.0036,0.0005,True,True,True,65,45,22.627339,-17.672465,-6.272563,0.52773,-17.672465,11.627339,15.127339,-17.672465,18.627339,21.627339,-17.672465,13.927632
1496,2026-04-27T15:00:00+00:00,XAUUSD,Sell,4682.931562,4683.399902,4682.931562,4683.868242,0.0002,-0.005331,0.0036,0.0036,0.0005,True,True,True,55,45,1.731367,-17.96834,-2.368242,1.731367,-14.168535,-5.868242,1.731367,-14.168535,-12.068438,1.731367,-17.96834,-11.168535
1497,2026-04-27T15:05:00+00:00,XAUUSD,Sell,4684.5315,4685.0,4684.5315,4685.4685,0.0002,-0.004526,0.0036,0.0036,0.0005,True,True,True,55,45,3.331305,-16.368402,-2.668695,3.331305,-12.568598,-3.4685,3.331305,-12.568598,-11.9685,3.331305,-16.368402,-9.668695
1615,2026-04-28T01:55:00+00:00,XAUUSD,Sell,4684.231725,4684.700195,4684.231725,4685.168665,0.0002,-0.004293,0.0036,0.0036,0.0005,True,True,True,55,45,46.231725,-9.768275,1.231725,4.331823,-9.768275,-1.368372,4.331823,-9.768275,2.931921,4.53153,-9.768275,37.631628
1660,2026-04-28T05:40:00+00:00,XAUUSD,Sell,4638.335925,4638.799805,4638.335925,4639.263685,0.0002,-0.007276,0.0036,0.0036,0.0005,True,True,True,75,45,16.835925,-18.563978,-4.96388,1.835925,-18.563978,-4.96388,1.835925,-18.563978,-3.563978,10.03612,-18.563978,10.936022
1661,2026-04-28T05:45:00+00:00,XAUUSD,Sell,4641.435712,4641.899902,4641.435712,4642.364092,0.0002,-0.006485,0.0036,0.0036,0.0005,True,True,True,65,45,19.935712,-15.46419,2.235517,4.935712,-15.46419,-0.864092,4.935712,-15.46419,1.435712,13.135908,-15.46419,17.135908
1731,2026-04-28T11:35:00+00:00,XAUUSD,Sell,4582.841475,4583.299805,4582.841475,4583.758135,0.0002,-0.005943,0.0036,0.0036,0.0005,True,False,True,65,45,15.241377,-30.95833,-14.158525,15.241377,-28.258623,-10.158525,15.241377,-30.95833,9.54167,15.241377,-30.95833,-9.658525
1732,2026-04-28T11:40:00+00:00,XAUUSD,Sell,4584.641588,4585.100098,4584.641588,4585.558608,0.0002,-0.006479,0.0036,0.0036,0.0005,True,True,True,65,45,17.04149,-29.158217,-15.358412,17.04149,-26.45851,-10.058608,17.04149,-29.158217,7.241685,17.04149,-29.158217,-6.95851
1733,2026-04-28T11:45:00+00:00,XAUUSD,Sell,4571.243025,4571.700195,4571.243025,4572.157365,0.0002,-0.008974,0.0036,0.0036,0.0005,True,True,True,75,45,3.642928,-42.556779,-41.357072,3.642928,-41.45717,-27.656877,3.642928,-42.556779,-4.756975,3.642928,-42.556779,-24.357072
1734,2026-04-28T11:50:00+00:00,XAUUSD,Sell,4571.642888,4572.100098,4571.642888,4572.557308,0.0002,-0.006929,0.0036,0.0036,0.0005,True,True,False,45,45,4.04279,-42.156917,-36.656917,4.04279,-42.156917,-22.45721,4.04279,-42.156917,-5.757015,4.04279,-42.156917,-25.757015
1738,2026-04-28T12:10:00+00:00,XAUUSD,Buy,4595.259285,4594.799805,4594.340325,4595.259285,0.0002,0.004965,0.0036,0.0036,0.0005,True,True,True,55,45,18.54052,-25.259285,-5.859382,18.54052,-11.95948,-13.559089,18.54052,-18.759285,-8.659187,18.54052,-25.259285,4.04052
1739,2026-04-28T12:15:00+00:00,XAUUSD,Buy,4592.759035,4592.299805,4591.840575,4592.759035,0.0002,0.003737,0.0036,0.0036,0.0005,True,True,True,55,45,21.04077,-22.759035,-2.158937,21.04077,-9.45923,-7.859132,21.04077,-16.759035,-6.45923,21.04077,-22.759035,1.54077
1745,2026-04-28T12:45:00+00:00,XAUUSD,Buy,4613.061358,4612.600098,4612.138838,4613.061358,0.0002,0.00418,0.0036,0.0036,0.0005,True,True,True,55,45,0.738447,-43.061358,-14.161455,0.738447,-29.361162,-37.061358,0.738447,-43.061358,-17.46126,0.738447,-43.061358,-12.561358
1749,2026-04-28T13:05:00+00:00,XAUUSD,Sell,4585.441312,4585.899902,4585.441312,4586.358492,0.0002,-0.005789,0.0036,0.0036,0.0005,True,True,True,65,45,15.441312,-23.358492,3.04141,8.941312,-20.858492,-0.758883,15.441312,-20.858492,-13.658785,15.441312,-20.858492,-20.058688
1750,2026-04-28T13:10:00+00:00,XAUUSD,Sell,4588.940962,4589.399902,4588.940962,4589.858842,0.0002,-0.004101,0.0036,0.0036,0.0005,True,True,True,55,45,18.940962,-19.95894,7.240767,12.440962,-17.358842,2.340865,18.940962,-17.358842,-10.358842,18.940962,-17.358842,-18.559038
1869,2026-04-29T00:05:00+00:00,XAUUSD,Buy,4623.162465,4622.700195,4622.237925,4623.162465,0.0002,0.00428,0.0036,0.0036,0.0005,True,True,True,55,45,1.137339,-34.062368,-27.96227,1.137339,-34.062368,-10.862661,1.137339,-34.062368,-9.862661,1.137339,-34.062368,-9.762563
1880,2026-04-29T01:00:00+00:00,XAUUSD,Sell,4595.840175,4596.299805,4595.840175,4596.759435,0.0002,-0.00457,0.0036,0.0036,0.0005,True,True,True,55,45,6.740077,-25.45963,-9.95963,6.740077,-13.45963,-14.45963,6.740077,-21.860021,-15.759923,6.740077,-21.860021,-22.360021
1881,2026-04-29T01:05:00+00:00,XAUUSD,Sell,4594.740675,4595.200195,4594.740675,4595.659715,0.0002,-0.004031,0.0036,0.0036,0.0005,True,True,True,55,45,2.54048,-26.559129,-17.559129,2.54048,-20.259325,-18.559129,2.54048,-22.95952,-18.659227,2.54048,-22.95952,-21.259325
1894,2026-04-29T02:10:00+00:00,XAUUSD,Buy,4615.261285,4614.799805,4614.338325,4615.261285,0.0002,0.004178,0.0036,0.0036,0.0005,True,True,True,55,45,6.03852,-14.061089,0.238715,2.438911,-9.761285,-0.96148,2.438911,-9.761285,-0.761285,6.03852,-9.761285,-12.561089
1895,2026-04-29T02:15:00+00:00,XAUUSD,Buy,4615.261285,4614.799805,4614.338325,4615.261285,0.0002,0.003632,0.0036,0.0036,0.0005,True,True,True,55,45,6.03852,-17.061089,-1.861382,1.53852,-9.761285,-2.161187,1.838813,-9.761285,-1.261285,6.03852,-9.761285,-14.861382
1991,2026-04-29T10:15:00+00:00,XAUUSD,Buy,4585.258285,4584.799805,4584.341325,4585.258285,0.0002,0.003612,0.0036,0.0036,0.0005,True,True,True,55,45,4.241715,-63.058089,-4.658187,4.241715,-8.558089,-6.358382,4.241715,-13.358382,-28.658187,4.241715,-32.358382,-38.358382
2031,2026-04-29T13:35:00+00:00,XAUUSD,Sell,4537.646288,4538.100098,4537.646288,4538.553908,0.0002,-0.00406,0.0036,0.0036,0.0005,True,True,True,55,45,15.446092,-40.653517,-16.853712,15.446092,-18.753615,-26.253615,15.446092,-27.753615,-26.353712,15.446092,-40.653517,-21.553908
2032,2026-04-29T13:40:00+00:00,XAUUSD,Sell,4526.747475,4527.200195,4526.747475,4527.652915,0.0002,-0.00523,0.0036,0.0036,0.0005,True,True,True,55,45,4.54728,-51.552329,-24.45272,4.54728,-29.652427,-39.052329,4.54728,-42.852622,-37.152427,4.54728,-51.552329,-32.252525
2033,2026-04-29T13:45:00+00:00,XAUUSD,Sell,4526.647388,4527.100098,4526.647388,4527.552808,0.0002,-0.005208,0.0036,0.0036,0.0005,True,True,True,55,45,0.04729,-51.652417,-18.95271,0.04729,-29.752515,-40.552808,0.04729,-45.352612,-33.45271,0.04729,-51.652417,-30.45271
2086,2026-04-29T18:10:00+00:00,XAUUSD,Sell,4539.146138,4539.600098,4539.146138,4540.054058,0.0002,-0.003949,0.0036,0.0036,0.0005,True,False,True,55,45,7.146138,-28.153667,-22.95396,7.146138,-24.153667,-20.353862,7.146138,-28.153667,-19.353862,7.146138,-28.153667,-25.853862
2096,2026-04-29T19:00:00+00:00,XAUUSD,Buy,4552.355092,4551.899902,4551.444712,4552.355092,0.0002,0.003837,0.0036,0.0036,0.0005,True,True,True,55,45,29.144908,-4.95519,8.745005,12.644908,-4.95519,-1.45519,14.944712,-4.95519,12.245005,14.944712,-4.95519,18.944712
2098,2026-04-29T19:10:00+00:00,XAUUSD,Buy,4562.556308,4562.100098,4561.643888,4562.556308,0.0002,0.00363,0.0036,0.0036,0.0005,True,True,True,55,45,18.943692,-11.756503,-3.056308,4.743497,-11.056308,-4.056308,4.743497,-11.756503,2.443692,4.743497,-11.756503,7.443692
2229,2026-04-30T07:05:00+00:00,XAUUSD,Buy,4607.4607,4607.0,4606.5393,4607.4607,0.0002,0.003682,0.0036,0.0036,0.0005,True,True,True,55,45,51.339105,-10.9607,23.939202,33.939202,-10.9607,24.439202,33.939202,-10.9607,30.139398,37.139398,-10.9607,49.839105
2240,2026-04-30T08:00:00+00:00,XAUUSD,Buy,4638.063858,4637.600098,4637.136338,4638.063858,0.0002,0.006336,0.0036,0.0036,0.0005,True,True,False,45,45,20.735947,-14.46376,-8.663955,3.336045,-14.46376,-2.46376,6.53624,-14.46376,15.836045,20.735947,-14.46376,10.636338
2269,2026-04-30T10:25:00+00:00,XAUUSD,Buy,4656.065658,4655.600098,4655.134538,4656.065658,0.0002,0.003881,0.0036,0.0036,0.0005,True,True,True,55,45,2.734147,-34.765853,-5.365462,2.734147,-13.265853,-12.165755,2.734147,-16.565658,-9.96556,2.734147,-21.065658,-20.665755
2568,2026-05-01T12:20:00+00:00,XAUUSD,Buy,4608.661015,4608.200195,4607.739375,4608.661015,0.0002,0.00414,0.0036,0.0036,0.0005,True,True,True,55,45,64.338985,-11.761113,-5.661015,10.638789,-11.060918,52.838985,64.338985,-11.761113,38.638789,64.338985,-11.761113,46.03918
2569,2026-05-01T12:25:00+00:00,XAUUSD,Buy,4614.661615,4614.200195,4613.738775,4614.661615,0.0002,0.00582,0.0036,0.0036,0.0005,True,True,True,65,45,58.338385,-17.761713,-14.46142,0.03858,-17.761713,41.638189,58.338385,-17.761713,32.638189,58.338385,-17.761713,34.338385
2586,2026-05-01T13:50:00+00:00,XAUUSD,Buy,4628.362692,4627.899902,4627.437112,4628.362692,0.0002,0.003926,0.0036,0.0036,0.0005,True,True,True,55,45,44.637308,-0.562888,14.437112,44.637308,-0.562888,28.437112,44.637308,-0.562888,24.337503,44.637308,-0.562888,13.737405
2587,2026-05-01T13:55:00+00:00,XAUUSD,Buy,4637.96375,4637.5,4637.03625,4637.96375,0.0002,0.005137,0.0036,0.0036,0.0005,True,True,True,55,45,35.03625,-7.563848,5.636348,35.03625,-2.163945,16.436152,35.03625,-7.563848,12.636348,35.03625,-7.563848,3.336055
2588,2026-05-01T14:00:00+00:00,XAUUSD,Buy,4647.064758,4646.600098,4646.135438,4647.064758,0.0002,0.005954,0.0036,0.0036,0.0005,True,False,True,65,45,25.935242,-16.664855,-9.564758,25.935242,-10.864562,7.735047,25.935242,-16.664855,3.03534,25.935242,-16.664855,-9.96466
2589,2026-05-01T14:05:00+00:00,XAUUSD,Buy,4646.764435,4646.299805,4645.835175,4646.764435,0.0002,0.007393,0.0036,0.0036,0.0005,True,True,True,75,45,26.235565,-16.364532,-8.664337,26.235565,-16.364532,3.335663,26.235565,-16.364532,3.835663,26.235565,-16.364532,-10.46463
