entry_index,timestamp,symbol,side,entry_price,source_close,proxy_bid,proxy_ask,spread_pct,signal_score_pct,threshold_pct,ari_threshold_pct,theo_threshold_pct,ari_clears,theo_clears,consistent,admission_score,required_score,mfe_240m_points,mae_240m_points,return_60m_points,mfe_60m_points,mae_60m_points,return_120m_points,mfe_120m_points,mae_120m_points,return_180m_points,mfe_180m_points,mae_180m_points,return_240m_points
5085,2024-12-19T13:00:00+00:00,XAUUSD,Sell,2609.739,2610.0,2609.739,2610.261,0.0002,-0.009036,0.0036,0.0036,0.0005,True,True,True,75,45,8.739,-5.660902,3.239,3.839098,-5.660902,6.638902,8.739,-5.660902,3.138902,8.739,-5.660902,2.239
5086,2024-12-19T14:00:00+00:00,XAUUSD,Sell,2606.23935,2606.5,2606.23935,2606.76065,0.0002,-0.010177,0.0036,0.0036,0.0005,True,True,True,75,45,5.23935,-8.560699,3.139252,5.23935,-4.360748,-0.360748,5.23935,-5.460601,-1.26065,5.23935,-5.460601,-8.26065
5087,2024-12-19T15:00:00+00:00,XAUUSD,Sell,2602.839788,2603.100098,2602.839788,2603.360408,0.0002,-0.010567,0.0036,0.0036,0.0005,True,True,True,75,45,1.139836,-13.160212,-3.76031,1.139836,-8.860164,-4.660212,1.139836,-8.860164,-11.660212,1.139836,-11.960261,-8.560115
5088,2024-12-19T16:00:00+00:00,XAUUSD,Sell,2606.339438,2606.600098,2606.339438,2606.860758,0.0002,-0.00538,0.0036,0.0036,0.0005,True,True,True,55,45,1.039389,-9.660562,-1.160562,1.039389,-2.460611,-8.160562,1.039389,-8.460611,-5.060465,1.039389,-9.660562,-5.960611
5109,2024-12-20T14:00:00+00:00,XAUUSD,Buy,2634.363508,2634.100098,2633.836688,2634.363508,0.0002,0.005689,0.0036,0.0036,0.0005,True,False,False,45,45,19.436541,-0.363508,17.73659,18.336444,-0.363508,9.336444,19.436541,-0.363508,10.436541,19.436541,-0.363508,12.936541
5110,2024-12-20T15:00:00+00:00,XAUUSD,Buy,2652.365308,2652.100098,2651.834888,2652.365308,0.0002,0.012871,0.0036,0.0036,0.0005,True,True,True,75,45,1.434741,-11.165356,-8.665356,1.434741,-9.965405,-7.565259,1.434741,-11.165356,-5.065259,1.434741,-11.165356,-4.365308
5111,2024-12-20T16:00:00+00:00,XAUUSD,Buy,2643.964321,2643.699951,2643.435581,2643.964321,0.0002,0.009894,0.0036,0.0036,0.0005,True,True,True,75,45,5.535679,-2.76437,0.835728,2.73563,-2.76437,3.335728,5.535679,-2.76437,4.035679,5.535679,-2.76437,-1.064419
5112,2024-12-20T17:00:00+00:00,XAUUSD,Buy,2645.064529,2644.800049,2644.535569,2645.064529,0.0002,0.007466,0.0036,0.0036,0.0005,True,True,True,75,45,4.435471,-7.064529,2.23552,4.435471,-1.964431,2.935471,4.435471,-1.964431,-2.164626,4.435471,-2.664626,-4.26448
5113,2024-12-20T18:00:00+00:00,XAUUSD,Buy,2647.564779,2647.300049,2647.035319,2647.564779,0.0002,0.005011,0.0036,0.0036,0.0005,True,True,True,55,45,1.635172,-9.564779,0.435221,1.635172,-1.564779,-4.664876,1.635172,-5.164876,-6.76473,1.635172,-9.564779,-6.164876
5118,2024-12-23T00:00:00+00:00,XAUUSD,Sell,2637.436181,2637.699951,2637.436181,2637.963721,0.0002,-0.00389,0.0036,0.0036,0.0005,True,True,True,55,45,2.136132,-5.563819,-0.663916,2.136132,-3.663916,-4.063819,2.136132,-5.563819,-1.663916,2.136132,-5.563819,-3.163916
5128,2024-12-23T10:00:00+00:00,XAUUSD,Sell,2633.836688,2634.100098,2633.836688,2634.363508,0.0002,-0.004234,0.0036,0.0036,0.0005,True,True,True,55,45,6.636736,-0.563215,3.836688,6.636736,-0.563215,4.636736,6.636736,-0.563215,2.536639,6.636736,-0.563215,4.136736
5129,2024-12-23T11:00:00+00:00,XAUUSD,Sell,2629.737,2630.0,2629.737,2630.263,0.0002,-0.005257,0.0036,0.0036,0.0005,True,True,True,55,45,5.737,-4.162902,0.537049,1.737,-2.962951,-1.563049,1.737,-4.162902,0.037049,2.337098,-4.162902,5.037049
5130,2024-12-23T12:00:00+00:00,XAUUSD,Sell,2628.937031,2629.199951,2628.937031,2629.462871,0.0002,-0.005635,0.0036,0.0036,0.0005,True,True,True,65,45,5.73708,-4.962871,-2.363018,0.937031,-4.962871,-0.76292,1.537129,-4.962871,4.23708,4.937031,-4.962871,-3.062969
5160,2024-12-26T05:00:00+00:00,XAUUSD,Buy,2642.2642,2642.0,2641.7358,2642.2642,0.0002,0.005863,0.0036,0.0036,0.0005,True,True,True,65,45,1.7358,-3.864298,-0.964151,0.335898,-2.164102,-2.2642,1.7358,-3.864298,-0.464151,1.7358,-3.864298,-0.2642
5186,2024-12-27T08:00:00+00:00,XAUUSD,Sell,2640.535969,2640.800049,2640.535969,2641.064129,0.0002,-0.003622,0.0036,0.0036,0.0005,True,True,True,55,45,2.23592,-5.964031,1.836018,2.035969,-1.964031,-1.163982,2.23592,-2.26408,-3.663982,2.23592,-3.863934,-1.064129
5192,2024-12-27T14:00:00+00:00,XAUUSD,Sell,2629.436981,2629.699951,2629.436981,2629.962921,0.0002,-0.004543,0.0036,0.0036,0.0005,True,False,True,55,45,1.436981,-5.863068,-4.363068,1.436981,-5.462921,-4.163116,1.436981,-5.863068,-1.363068,1.436981,-5.863068,-4.663116
5193,2024-12-27T15:00:00+00:00,XAUUSD,Sell,2633.536669,2633.800049,2633.536669,2634.063429,0.0002,-0.003933,0.0036,0.0036,0.0005,True,True,True,55,45,4.536669,-3.463331,-0.063429,2.636766,-1.76338,2.73662,4.536669,-1.76338,-0.563429,4.536669,-1.76338,-2.76338
5208,2024-12-30T07:00:00+00:00,XAUUSD,Sell,2628.637012,2628.899902,2628.637012,2629.162792,0.0002,-0.004167,0.0036,0.0036,0.0005,True,True,True,55,45,7.336964,-3.062939,5.036915,7.137012,-0.963085,3.73711,7.137012,-1.062939,5.536915,7.137012,-1.062939,-0.862988
5209,2024-12-30T08:00:00+00:00,XAUUSD,Sell,2623.337738,2623.600098,2623.337738,2623.862458,0.0002,-0.004213,0.0036,0.0036,0.0005,True,True,True,55,45,2.037689,-12.862214,-1.562165,0.137786,-6.362214,0.23764,0.23764,-6.362214,-6.162262,2.037689,-8.362214,-11.76236
5210,2024-12-30T09:00:00+00:00,XAUUSD,Sell,2624.637412,2624.899902,2624.637412,2625.162392,0.0002,-0.003984,0.0036,0.0036,0.0005,True,True,True,55,45,6.637412,-12.26249,1.537315,1.537315,-2.26249,-4.862588,3.337364,-7.062539,-10.462685,3.337364,-11.562539,6.337364
5213,2024-12-30T12:00:00+00:00,XAUUSD,Buy,2635.363608,2635.100098,2634.836588,2635.363608,0.0002,0.004383,0.0036,0.0036,0.0005,True,True,True,55,45,1.536295,-26.963705,-17.063559,1.536295,-17.363608,-11.663656,1.536295,-18.563559,-21.76351,1.536295,-23.463705,-23.363608
5216,2024-12-30T15:00:00+00:00,XAUUSD,Sell,2613.338738,2613.600098,2613.338738,2613.861458,0.0002,-0.006047,0.0036,0.0036,0.0005,True,False,False,45,45,4.938835,-8.361214,1.338738,4.938835,-2.361214,-5.061165,4.938835,-5.561165,-5.661262,4.938835,-6.361214,-6.961311
5217,2024-12-30T16:00:00+00:00,XAUUSD,Sell,2611.7388,2612.0,2611.7388,2612.2612,0.0002,-0.008766,0.0036,0.0036,0.0005,True,True,True,75,45,-0.461151,-11.461151,-6.661102,-0.461151,-7.161102,-7.2612,-0.461151,-7.961151,-8.561249,-0.461151,-9.961151,-10.161102
5221,2024-12-30T20:00:00+00:00,XAUUSD,Buy,2622.162092,2621.899902,2621.637712,2622.162092,0.0002,0.00379,0.0036,0.0036,0.0005,True,True,True,55,45,1.837908,-4.362044,-2.162092,-0.061995,-2.462141,-1.962141,-0.061995,-4.362044,-1.26219,-0.061995,-4.362044,-1.462141
5232,2024-12-31T08:00:00+00:00,XAUUSD,Buy,2628.962821,2628.699951,2628.437081,2628.962821,0.0002,0.003665,0.0036,0.0036,0.0005,True,False,True,55,45,0.137276,-7.362724,-1.462821,0.137276,-3.362724,-4.962821,0.137276,-6.062919,-5.562919,0.137276,-6.76287,-5.062919
5233,2024-12-31T09:00:00+00:00,XAUUSD,Buy,2627.76275,2627.5,2627.23725,2627.76275,0.0002,0.004396,0.0036,0.0036,0.0005,True,True,True,55,45,1.437201,-10.362848,-3.76275,0.23725,-4.862848,-4.362848,0.23725,-5.562799,-3.862848,0.23725,-6.162652,-2.162652
5239,2024-12-31T15:00:00+00:00,XAUUSD,Buy,2640.463971,2640.199951,2639.935931,2640.463971,0.0002,0.006404,0.0036,0.0036,0.0005,True,True,True,65,45,1.536029,-3.963971,-1.163922,0.836078,-3.963971,-1.863874,1.435931,-3.963971,-1.863874,1.536029,-3.963971,-2.564069
5240,2024-12-31T16:00:00+00:00,XAUUSD,Buy,2639.563979,2639.300049,2639.036119,2639.563979,0.0002,0.005869,0.0036,0.0036,0.0005,True,True,True,65,45,2.436021,-2.76393,-0.963881,2.335924,-2.164076,-0.963881,2.436021,-2.364028,-1.664076,2.436021,-2.664076,-1.76393
5248,2025-01-02T07:00:00+00:00,XAUUSD,Buy,2648.164692,2647.899902,2647.635112,2648.164692,0.0002,0.003829,0.0036,0.0036,0.0005,True,True,True,55,45,11.23521,-5.564595,0.635356,2.035259,-5.564595,0.835308,4.73521,-5.564595,6.535259,11.23521,-5.564595,6.435405
5256,2025-01-02T15:00:00+00:00,XAUUSD,Buy,2667.966721,2667.699951,2667.433181,2667.966721,0.0002,0.004935,0.0036,0.0036,0.0005,True,True,True,55,45,6.23323,-4.76677,5.033279,6.23323,-4.76677,2.533279,6.23323,-4.76677,1.23323,6.23323,-4.76677,0.23323
5257,2025-01-02T16:00:00+00:00,XAUUSD,Buy,2673.2673,2673.0,2672.7327,2673.2673,0.0002,0.006249,0.0036,0.0036,0.0005,True,True,True,65,45,0.832798,-6.867398,-2.7673,0.832798,-6.867398,-4.067349,0.832798,-6.867398,-5.067349,0.832798,-6.867398,-0.667202
5258,2025-01-02T17:00:00+00:00,XAUUSD,Buy,2670.76705,2670.5,2670.23295,2670.76705,0.0002,0.005346,0.0036,0.0036,0.0005,True,True,True,55,45,3.333048,-3.26705,-1.567099,2.032999,-3.26705,-2.567099,2.032999,-3.26705,1.833048,3.333048,-3.26705,0.432901
5272,2025-01-03T08:00:00+00:00,XAUUSD,Sell,2666.833388,2667.100098,2666.833388,2667.366808,0.0002,-0.003996,0.0036,0.0036,0.0005,True,True,True,55,45,-0.166612,-6.666612,-0.866564,-0.166612,-3.666612,-5.166612,-0.166612,-5.466661,-5.26671,-0.166612,-6.666612,-2.466661
5278,2025-01-03T14:00:00+00:00,XAUUSD,Sell,2661.23385,2661.5,2661.23385,2661.76615,0.0002,-0.00393,0.0036,0.0036,0.0005,True,True,True,55,45,8.933801,-1.166052,3.333948,6.23385,-1.166052,7.833948,8.933801,-1.166052,5.73385,8.933801,-1.166052,5.133752
5279,2025-01-03T15:00:00+00:00,XAUUSD,Sell,2657.634112,2657.899902,2657.634112,2658.165692,0.0002,-0.005314,0.0036,0.0036,0.0005,True,True,True,55,45,5.334064,-3.865888,4.23421,5.334064,-3.865888,2.134112,5.334064,-3.865888,1.534015,5.334064,-3.865888,4.334064
5280,2025-01-03T16:00:00+00:00,XAUUSD,Sell,2653.134562,2653.399902,2653.134562,2653.665242,0.0002,-0.005957,0.0036,0.0036,0.0005,True,True,True,65,45,2.534465,-4.065389,-2.365438,0.73466,-3.165486,-2.965535,0.73466,-3.165486,-0.165486,0.73466,-4.065389,1.23466
5293,2025-01-06T06:00:00+00:00,XAUUSD,Sell,2643.335738,2643.600098,2643.335738,2643.864458,0.0002,-0.005118,0.0036,0.0036,0.0005,True,True,True,55,45,6.73564,-4.364214,4.635786,6.73564,-2.964311,-0.26436,6.73564,-2.964311,-1.564165,6.73564,-4.364214,-2.464311
5294,2025-01-06T07:00:00+00:00,XAUUSD,Sell,2638.436081,2638.699951,2638.436081,2638.963821,0.0002,-0.00509,0.0036,0.0036,0.0005,True,True,True,55,45,0.936081,-25.363968,-5.164016,0.936081,-6.164016,-6.463821,0.936081,-9.26387,-7.363968,0.936081,-9.26387,-20.963821
5298,2025-01-06T11:00:00+00:00,XAUUSD,Buy,2659.665842,2659.399902,2659.133962,2659.665842,0.0002,0.007845,0.0036,0.0036,0.0005,True,True,True,75,45,2.034109,-35.065745,-1.565745,1.434255,-4.76594,-25.165842,2.034109,-28.865794,-16.465891,2.034109,-35.065745,-14.465891
5299,2025-01-06T12:00:00+00:00,XAUUSD,Buy,2658.365908,2658.100098,2657.834288,2658.365908,0.0002,0.005485,0.0036,0.0036,0.0005,True,True,True,65,45,3.334044,-33.76581,-23.865908,3.334044,-27.565859,-15.165956,3.334044,-33.76581,-13.165956,3.334044,-33.76581,-6.165956
5304,2025-01-06T17:00:00+00:00,XAUUSD,Buy,2648.164692,2647.899902,2647.635112,2648.164692,0.0002,0.005086,0.0036,0.0036,0.0005,True,True,True,55,45,1.835308,-4.464741,-2.464741,1.835308,-3.26479,-2.564595,1.835308,-4.464741,-2.964741,1.835308,-4.464741,-1.164692
5322,2025-01-07T12:00:00+00:00,XAUUSD,Buy,2664.166292,2663.899902,2663.633512,2664.166292,0.0002,0.003806,0.0036,0.0036,0.0005,True,True,True,55,45,14.333708,-10.366244,12.333708,14.333708,-2.366244,8.333708,14.333708,-2.366244,-3.166292,14.333708,-10.366244,1.533659
5323,2025-01-07T13:00:00+00:00,XAUUSD,Buy,2676.76765,2676.5,2676.23235,2676.76765,0.0002,0.008896,0.0036,0.0036,0.0005,True,True,True,75,45,0.132252,-22.967601,-4.26765,0.132252,-8.367748,-15.76765,0.132252,-22.967601,-11.067699,0.132252,-22.967601,-10.067699
5324,2025-01-07T14:00:00+00:00,XAUUSD,Buy,2672.76725,2672.5,2672.23275,2672.76725,0.0002,0.00644,0.0036,0.0036,0.0005,True,True,True,65,45,-0.76725,-18.967201,-11.76725,-0.76725,-18.967201,-7.067299,-0.76725,-18.967201,-6.067299,-0.76725,-18.967201,-9.26725
5347,2025-01-08T14:00:00+00:00,XAUUSD,Buy,2677.467671,2677.199951,2676.932231,2677.467671,0.0002,0.003975,0.0036,0.0036,0.0005,True,False,True,55,45,9.532329,-12.167622,4.032329,6.23228,-2.467671,8.73228,9.532329,-2.467671,-5.667622,9.532329,-12.167622,-7.667622
5348,2025-01-08T15:00:00+00:00,XAUUSD,Buy,2681.76815,2681.5,2681.23185,2681.76815,0.0002,0.006531,0.0036,0.0036,0.0005,True,True,True,65,45,5.23185,-16.468101,4.431801,5.23185,-3.468101,-9.968101,5.23185,-16.468101,-11.968101,5.23185,-16.468101,-7.168052
5349,2025-01-08T16:00:00+00:00,XAUUSD,Buy,2686.468571,2686.199951,2685.931331,2686.468571,0.0002,0.00769,0.0036,0.0036,0.0005,True,True,True,75,45,0.331478,-21.168522,-14.668522,0.331478,-21.168522,-16.668522,0.331478,-21.168522,-11.868474,0.331478,-21.168522,-5.868474
5368,2025-01-09T12:00:00+00:00,XAUUSD,Buy,2692.069229,2691.800049,2691.530869,2692.069229,0.0002,0.003879,0.0036,0.0036,0.0005,True,True,True,55,45,4.73082,-6.969131,-0.669326,4.73082,-1.969131,-0.169326,4.73082,-6.069229,-4.569229,4.73082,-6.069229,-5.369278
5369,2025-01-09T13:00:00+00:00,XAUUSD,Buy,2691.669042,2691.399902,2691.130762,2691.669042,0.0002,0.003842,0.0036,0.0036,0.0005,True,True,True,55,45,3.330958,-9.868994,0.23086,3.330958,-5.669042,-4.169042,3.330958,-5.669042,-4.969091,3.330958,-6.568945,-6.068945
5387,2025-01-10T08:00:00+00:00,XAUUSD,Buy,2707.170592,2706.899902,2706.629212,2707.170592,0.0002,0.004155,0.0036,0.0036,0.0005,True,True,True,55,45,4.22931,-5.470641,-3.070495,1.22931,-3.27069,2.029359,2.929505,-3.570495,1.529359,4.22931,-3.570495,-2.27069
5395,2025-01-10T16:00:00+00:00,XAUUSD,Buy,2727.372808,2727.100098,2726.827388,2727.372808,0.0002,0.008207,0.0036,0.0036,0.0005,True,True,True,75,45,2.027095,-14.072759,-0.972905,2.027095,-6.872808,-9.972905,2.027095,-14.072759,-11.072759,2.027095,-14.072759,-10.672856
5399,2025-01-10T20:00:00+00:00,XAUUSD,Sell,2716.428281,2716.699951,2716.428281,2716.971621,0.0002,-0.003814,0.0036,0.0036,0.0005,True,True,True,55,45,6.528379,-7.371768,-0.971621,0.928281,-3.871768,-4.671816,2.428281,-4.971621,-3.77167,2.428281,-7.371768,0.028379
5412,2025-01-13T10:00:00+00:00,XAUUSD,Sell,2705.7294,2706.0,2705.7294,2706.2706,0.0002,-0.003719,0.0036,0.0036,0.0005,True,True,True,55,45,25.829498,-2.070649,5.829498,6.329498,-2.070649,13.829498,22.7294,-2.070649,16.2294,25.829498,-2.070649,15.629302
5414,2025-01-13T12:00:00+00:00,XAUUSD,Sell,2691.630712,2691.899902,2691.630712,2692.169092,0.0002,-0.007595,0.0036,0.0036,0.0005,True,True,True,75,45,12.030615,-2.569239,2.130712,11.73081,-2.569239,1.530615,11.73081,-2.569239,10.73081,11.73081,-2.569239,10.130712
5415,2025-01-13T13:00:00+00:00,XAUUSD,Sell,2689.23105,2689.5,2689.23105,2689.76895,0.0002,-0.006538,0.0036,0.0036,0.0005,True,True,True,65,45,9.630952,-3.568999,-0.869048,6.431001,-3.568999,8.331148,9.031099,-3.568999,7.73105,9.630952,-3.568999,7.031099
5416,2025-01-13T14:00:00+00:00,XAUUSD,Sell,2689.831088,2690.100098,2689.831088,2690.369108,0.0002,-0.005876,0.0036,0.0036,0.0005,True,True,True,65,45,13.831088,-2.968961,8.931185,9.631136,-2.968961,8.331088,10.23099,-2.968961,7.631136,10.23099,-2.968961,11.23099
5417,2025-01-13T15:00:00+00:00,XAUUSD,Sell,2680.631812,2680.899902,2680.631812,2681.167992,0.0002,-0.007037,0.0036,0.0036,0.0005,True,True,True,65,45,5.431861,-6.068139,-0.868188,1.031715,-6.068139,-1.568139,1.031715,-6.068139,2.031715,4.631812,-6.068139,3.23191
5425,2025-01-14T00:00:00+00:00,XAUUSD,Buy,2687.568779,2687.300049,2687.031319,2687.568779,0.0002,0.003698,0.0036,0.0036,0.0005,True,True,True,55,45,1.531319,-3.76873,-0.968681,1.531319,-2.968681,-1.468681,1.531319,-2.968681,-1.26873,1.531319,-3.76873,1.031319
5446,2025-01-14T21:00:00+00:00,XAUUSD,Buy,2693.369408,2693.100098,2692.830788,2693.369408,0.0002,0.003764,0.0036,0.0036,0.0005,True,True,True,55,45,1.830544,-7.969505,-1.469505,1.830544,-3.069359,-4.069359,1.830544,-4.26931,-7.369408,1.830544,-7.569359,-3.569359
5456,2025-01-15T08:00:00+00:00,XAUUSD,Buy,2702.2702,2702.0,2701.7298,2702.2702,0.0002,0.004274,0.0036,0.0036,0.0005,True,True,True,55,45,10.029849,-1.2702,5.429751,7.029849,-1.2702,8.7298,10.029849,-1.2702,5.829898,10.029849,-1.2702,3.7298
5457,2025-01-15T09:00:00+00:00,XAUUSD,Buy,2707.970721,2707.699951,2707.429181,2707.970721,0.0002,0.005384,0.0036,0.0036,0.0005,True,True,True,55,45,9.22923,-5.570819,3.029279,4.329328,-0.970721,0.129376,4.329328,-1.970721,-1.970721,4.329328,-2.27077,8.429181
5458,2025-01-15T10:00:00+00:00,XAUUSD,Buy,2711.2711,2711.0,2710.7289,2711.2711,0.0002,0.005676,0.0036,0.0036,0.0005,True,True,True,65,45,7.7289,-11.971051,-3.171002,0.428851,-5.2711,-5.2711,0.428851,-5.571149,5.128802,5.928851,-8.871198,-6.971051
5459,2025-01-15T11:00:00+00:00,XAUUSD,Buy,2708.370908,2708.100098,2707.829288,2708.370908,0.0002,0.003781,0.0036,0.0036,0.0005,True,True,True,55,45,10.629092,-10.370908,-2.370908,0.528995,-2.670956,8.028995,8.829044,-5.971005,-4.070859,10.629092,-9.070859,-8.570859
5466,2025-01-15T18:00:00+00:00,XAUUSD,Buy,2718.471771,2718.199951,2717.928131,2718.471771,0.0002,0.00514,0.0036,0.0036,0.0005,True,False,True,55,45,6.72818,-1.27182,-0.27182,1.128326,-1.27182,1.128326,1.828278,-1.27182,4.128326,4.22818,-1.27182,5.128326
5467,2025-01-15T19:00:00+00:00,XAUUSD,Buy,2718.471771,2718.199951,2717.928131,2718.471771,0.0002,0.006815,0.0036,0.0036,0.0005,True,True,True,65,45,7.828278,-1.071869,1.128326,1.828278,-1.071869,4.128326,4.22818,-1.071869,5.128326,6.72818,-1.071869,4.72818
5480,2025-01-16T09:00:00+00:00,XAUUSD,Buy,2736.673542,2736.399902,2736.126262,2736.673542,0.0002,0.004257,0.0036,0.0036,0.0005,True,True,True,55,45,10.526409,-9.073445,1.22636,2.326458,-0.673542,-4.073445,3.826458,-4.173542,-5.873494,3.826458,-9.073445,7.426555
5481,2025-01-16T10:00:00+00:00,XAUUSD,Buy,2738.173692,2737.899902,2737.626112,2738.173692,0.0002,0.005066,0.0036,0.0036,0.0005,True,True,True,55,45,11.626356,-10.573595,-5.573595,2.326308,-5.673692,-7.373644,2.326308,-10.573595,5.926405,9.026259,-10.573595,10.826308
5486,2025-01-16T15:00:00+00:00,XAUUSD,Buy,2752.375308,2752.100098,2751.824888,2752.375308,0.0002,0.007136,0.0036,0.0036,0.0005,True,False,True,65,45,5.524595,-5.075259,0.524595,3.124692,-1.77521,1.72479,5.524595,-1.77521,-4.27521,5.524595,-4.77521,-4.27521
5487,2025-01-16T16:00:00+00:00,XAUUSD,Buy,2753.175192,2752.899902,2752.624612,2753.175192,0.0002,0.008093,0.0036,0.0036,0.0005,True,True,True,75,45,4.72471,-6.875144,0.924905,4.72471,-0.975241,-5.075095,4.72471,-5.575095,-5.075095,4.72471,-5.875144,-6.175192
5488,2025-01-16T17:00:00+00:00,XAUUSD,Buy,2754.375508,2754.100098,2753.824688,2754.375508,0.0002,0.003644,0.0036,0.0036,0.0005,True,True,True,55,45,1.524395,-9.375508,-6.27541,1.524395,-6.77541,-6.27541,1.524395,-7.075459,-7.375508,1.524395,-8.075459,-7.475605
5503,2025-01-17T09:00:00+00:00,XAUUSD,Sell,2730.826988,2731.100098,2730.826988,2731.373208,0.0002,-0.003648,0.0036,0.0036,0.0005,True,True,True,55,45,1.627036,-13.473061,1.22689,1.627036,-1.77311,-5.572915,1.627036,-6.072915,-11.072915,1.627036,-12.27311,-6.072915
5504,2025-01-17T10:00:00+00:00,XAUUSD,Sell,2729.327138,2729.600098,2729.327138,2729.873058,0.0002,-0.004268,0.0036,0.0036,0.0005,True,True,True,55,45,-0.072765,-17.172862,-7.072765,-0.072765,-7.572765,-12.572765,-0.072765,-13.77296,-7.572765,-0.072765,-14.972911,-15.672862
5508,2025-01-17T14:00:00+00:00,XAUUSD,Buy,2745.2745,2745.0,2744.7255,2745.2745,0.0002,0.005642,0.0036,0.0036,0.0005,True,True,True,65,45,13.925451,-1.074549,3.825598,5.325598,-0.574549,13.025549,13.925451,-0.574549,8.125402,13.925451,-0.574549,-1.074549
5509,2025-01-17T15:00:00+00:00,XAUUSD,Buy,2749.375008,2749.100098,2748.825188,2749.375008,0.0002,0.004641,0.0036,0.0036,0.0005,True,True,True,55,45,9.824944,-7.675056,8.925041,9.824944,0.425041,4.024895,9.824944,0.425041,-5.175056,9.824944,-5.175056,-7.375008
5510,2025-01-17T16:00:00+00:00,XAUUSD,Buy,2758.575879,2758.300049,2758.024219,2758.575879,0.0002,0.005981,0.0036,0.0036,0.0005,True,False,True,65,45,-0.075879,-21.375928,-5.175976,-0.075879,-5.375928,-14.375928,-0.075879,-14.375928,-16.575879,-0.075879,-16.875928,-19.575879
5511,2025-01-17T17:00:00+00:00,XAUUSD,Buy,2753.675242,2753.399902,2753.124562,2753.675242,0.0002,0.006029,0.0036,0.0036,0.0005,True,True,True,65,45,-0.075145,-17.675242,-9.475291,-0.075145,-9.475291,-11.675242,-0.075145,-11.975291,-14.675242,-0.075145,-16.475291,-13.875194
5514,2025-01-17T20:00:00+00:00,XAUUSD,Sell,2738.7261,2739.0,2738.7261,2739.2739,0.0002,-0.006997,0.0036,0.0036,0.0005,True,True,True,65,45,7.626002,-2.373998,-1.073949,2.7261,-1.873998,2.426051,7.626002,-2.373998,1.2261,7.626002,-2.373998,1.2261
5515,2025-01-17T21:00:00+00:00,XAUUSD,Sell,2739.526069,2739.800049,2739.526069,2740.074029,0.0002,-0.004939,0.0036,0.0036,0.0005,True,True,True,55,45,8.425971,-1.574029,3.22602,8.425971,-1.574029,2.026069,8.425971,-1.574029,2.026069,8.425971,-1.574029,-0.074029
5521,2025-01-20T04:00:00+00:00,XAUUSD,Buy,2747.77475,2747.5,2747.22525,2747.77475,0.0002,0.003653,0.0036,0.0036,0.0005,True,True,True,55,45,-0.974701,-14.574799,-3.974701,-0.974701,-4.874848,-7.874848,-0.974701,-8.374848,-6.174652,-0.974701,-11.77475,-12.374848
5525,2025-01-21T08:00:00+00:00,XAUUSD,Sell,2735.126362,2735.399902,2735.126362,2735.673442,0.0002,-0.004404,0.0036,0.0036,0.0005,True,True,True,55,45,9.626362,-3.373638,3.72646,9.626362,-0.373638,2.626362,9.626362,-1.173686,0.626362,9.626362,-1.173686,-2.473735
5526,2025-01-21T09:00:00+00:00,XAUUSD,Sell,2731.126762,2731.399902,2731.126762,2731.673042,0.0002,-0.004519,0.0036,0.0036,0.0005,True,True,True,55,45,3.126762,-11.873238,-1.373238,0.126762,-5.173286,-3.373238,3.126762,-5.173286,-6.473335,3.126762,-7.373238,-6.473335
5531,2025-01-21T14:00:00+00:00,XAUUSD,Buy,2754.175292,2753.899902,2753.624512,2754.175292,0.0002,0.007832,0.0036,0.0036,0.0005,True,True,True,75,45,7.824708,-6.27539,-1.075195,1.624756,-6.27539,3.924805,6.524659,-6.27539,1.424805,7.824708,-6.27539,6.424805
5532,2025-01-21T15:00:00+00:00,XAUUSD,Buy,2753.375408,2753.100098,2752.824788,2753.375408,0.0002,0.006802,0.0036,0.0036,0.0005,True,True,False,45,45,8.624592,-1.575359,4.72469,7.324544,-1.575359,2.22469,8.624592,-1.575359,7.22469,8.624592,-1.575359,4.124592
5533,2025-01-21T16:00:00+00:00,XAUUSD,Buy,2758.375908,2758.100098,2757.824288,2758.375908,0.0002,0.007488,0.0036,0.0036,0.0005,True,True,False,55,45,3.624092,-4.375908,-2.77581,3.624092,-3.075859,2.22419,3.624092,-3.175956,-0.875908,3.624092,-3.175956,-2.575859
5534,2025-01-21T17:00:00+00:00,XAUUSD,Buy,2755.875658,2755.600098,2755.324538,2755.875658,0.0002,0.006575,0.0036,0.0036,0.0005,True,True,False,45,45,5.824294,-1.875658,4.72444,5.824294,-0.675706,1.624342,5.824294,-0.675706,-0.075609,5.824294,-1.875658,2.824294
5580,2025-01-23T17:00:00+00:00,XAUUSD,Buy,2765.376608,2765.100098,2764.823588,2765.376608,0.0002,0.006186,0.0036,0.0036,0.0005,True,True,True,65,45,1.323344,-5.576559,-1.376608,1.323344,-3.076559,-2.376608,1.323344,-3.076559,-3.376608,1.323344,-5.076559,-3.27651
5588,2025-01-24T02:00:00+00:00,XAUUSD,Buy,2781.578179,2781.300049,2781.021919,2781.578179,0.0002,0.006951,0.0036,0.0036,0.0005,True,True,True,65,45,3.72187,-4.078179,-1.178276,3.321724,-2.878228,-1.978081,3.321724,-4.078179,0.621772,3.321724,-4.078179,-1.978081
