entry_index,timestamp,symbol,side,entry_price,source_close,proxy_bid,proxy_ask,spread_pct,signal_score_pct,threshold_pct,ari_threshold_pct,theo_threshold_pct,ari_clears,theo_clears,consistent,admission_score,required_score,mfe_240m_points,mae_240m_points,return_60m_points,mfe_60m_points,mae_60m_points,return_120m_points,mfe_120m_points,mae_120m_points,return_180m_points,mfe_180m_points,mae_180m_points,return_240m_points
490,2024-03-06T12:00:00+00:00,XAUUSD,Buy,2142.514279,2142.300049,2142.085819,2142.514279,0.0002,0.004266,0.0036,0.0036,0.0005,True,True,True,55,45,15.585819,-2.814328,5.085819,5.385624,-2.814328,10.485721,14.985721,-2.814328,6.585819,14.985721,-2.814328,13.885624
491,2024-03-06T13:00:00+00:00,XAUUSD,Buy,2147.814858,2147.600098,2147.385338,2147.814858,0.0002,0.005101,0.0036,0.0036,0.0005,True,False,True,55,45,10.585045,-7.514809,5.185142,9.685142,-4.114906,1.28524,9.685142,-7.514809,8.585045,10.28524,-7.514809,5.385094
492,2024-03-06T14:00:00+00:00,XAUUSD,Buy,2153.2153,2153.0,2152.7847,2153.2153,0.0002,0.008998,0.0036,0.0036,0.0005,True,True,True,75,45,7.484651,-12.915251,-4.115202,0.984651,-12.915251,3.184602,4.884798,-12.915251,-0.015349,5.184602,-12.915251,2.2847
493,2024-03-06T15:00:00+00:00,XAUUSD,Buy,2149.315008,2149.100098,2148.885188,2149.315008,0.0002,0.003924,0.0036,0.0036,0.0005,True,True,True,55,45,11.384944,-1.514959,7.084895,8.78509,-0.71491,3.884944,9.084895,-0.71491,6.184992,11.384944,-0.71491,3.384944
494,2024-03-06T16:00:00+00:00,XAUUSD,Buy,2156.615542,2156.399902,2156.184262,2156.615542,0.0002,0.006582,0.0036,0.0036,0.0005,True,True,True,65,45,4.084409,-8.815494,-3.415591,1.78436,-6.21564,-1.115542,4.084409,-6.21564,-3.915591,4.084409,-8.815494,-1.615542
505,2024-03-07T04:00:00+00:00,XAUUSD,Buy,2166.016629,2165.800049,2165.583469,2166.016629,0.0002,0.004406,0.0036,0.0036,0.0005,True,False,True,55,45,1.083469,-7.21658,-4.21658,0.183322,-4.316678,-3.316678,0.183322,-7.21658,-2.416531,0.183322,-7.21658,-3.616726
506,2024-03-07T05:00:00+00:00,XAUUSD,Buy,2162.016229,2161.800049,2161.583869,2162.016229,0.0002,0.003761,0.0036,0.0036,0.0005,True,True,True,55,45,5.083869,-3.21618,0.683722,2.083869,-3.21618,1.583869,3.583869,-3.21618,0.383674,5.083869,-3.21618,3.183722
533,2024-03-08T09:00:00+00:00,XAUUSD,Buy,2176.117492,2175.899902,2175.682312,2176.117492,0.0002,0.005081,0.0036,0.0036,0.0005,True,True,True,55,45,16.582459,-12.917541,-0.617492,1.28241,-2.517395,-0.71759,1.28241,-2.817444,-3.017395,1.28241,-3.017395,2.182556
540,2024-03-08T16:00:00+00:00,XAUUSD,Buy,2188.018829,2187.800049,2187.581269,2188.018829,0.0002,0.006765,0.0036,0.0036,0.0005,True,True,True,65,45,14.981171,-12.71878,4.081269,14.981171,-0.21878,-6.818878,14.981171,-7.318878,-4.71878,14.981171,-12.71878,-3.918731
541,2024-03-08T17:00:00+00:00,XAUUSD,Buy,2192.319308,2192.100098,2191.880888,2192.319308,0.0002,0.006335,0.0036,0.0036,0.0005,True,True,True,65,45,-0.119356,-17.019259,-11.119356,-0.119356,-11.619356,-9.019259,-0.119356,-17.019259,-8.21921,-0.119356,-17.019259,-6.119356
548,2024-03-11T00:00:00+00:00,XAUUSD,Buy,2193.319408,2193.100098,2192.880788,2193.319408,0.0002,0.004121,0.0036,0.0036,0.0005,True,True,True,55,45,-0.019359,-9.919505,-6.519359,-0.019359,-7.619456,-9.319408,-0.019359,-9.919505,-7.019359,-0.019359,-9.919505,-6.21931
